Id,Price
3189,388350.0
2539,522500.0
9171,700000.0
4741,959094.5945945946
12455,1293500.0
3504,958157.8947368421
1616,1702880.0
3881,1574607.142857143
11867,420000.0
12803,829407.425925926
4545,1014117.6470588235
526,1896307.6923076923
7075,1342295.4545454546
6695,1059800.0
3736,844373.1343283582
11603,976416.6666666666
2479,301277.77777777775
4307,829407.425925926
2871,806250.0
12941,1045935.4838709678
8095,715326.0869565217
2470,1494820.0
13115,1385750.0
243,821166.6666666666
8850,710286.0784313725
3183,862151.5151515151
13184,635593.75
3405,785526.3157894737
13465,2408068.9655172415
2442,636819.4444444445
4936,950423.0769230769
1687,1726750.0
12869,774852.9411764706
868,794725.0
7642,1115210.5263157894
3450,747041.0256410256
5349,868095.7352941176
1665,1946333.3333333333
7883,1742096.7741935484
5586,537740.9090909091
3844,1574607.142857143
13306,657665.1376146789
7398,636675.6756756756
2619,710286.0784313725
8522,1059800.0
1962,679994.2564102564
3801,2684111.111111111
3593,1100236.8421052631
8169,1369925.0
4401,942687.5
11401,836666.6666666666
7977,723964.8936170213
7943,862151.5151515151
9394,1348818.1818181819
5975,657665.1376146789
9126,1428000.0
11996,530088.2352941176
6578,430000.0
10232,1460616.6666666667
7156,1574368.4210526317
5046,553921.052631579
7849,1419711.5384615385
6891,654614.2857142857
6908,749500.0
7271,844373.1343283582
7453,821166.6666666666
598,1640406.25
4384,1238875.0
9262,532833.3870967742
9819,874555.5555555555
5944,616470.5882352941
9268,1035937.5
4585,1473750.0
10360,958157.8947368421
6467,774852.9411764706
1289,744075.0
8206,836434.7826086957
2337,1589500.0
9831,635000.0
10556,675000.0
362,1078348.2142857143
3600,2408068.9655172415
6500,1236363.6363636365
2237,1859625.0
9327,1618172.4137931035
7325,1039375.0
1573,1702880.0
6775,752380.0
5675,881427.2727272727
103,2935000.0
10789,1353807.6923076923
1933,903904.7619047619
9161,693375.0
12650,1306247.3333333333
737,1248418.9189189188
11572,579573.3333333334
10457,633765.625
205,791470.5882352941
3486,747041.0256410256
3371,1342295.4545454546
1487,1262214.2857142857
5193,915175.0
4213,987642.8571428572
4943,950423.0769230769
7552,1918586.2068965517
11426,455333.3333333333
13508,734166.6666666666
11214,2259444.4444444445
1963,903904.7619047619
6323,1185285.7142857143
9966,857333.3333333334
5449,1003594.5945945946
5421,868095.7352941176
4766,686666.6666666666
9976,306533.3333333333
13030,620000.0
13080,1305799.294117647
2708,955717.9487179487
7095,758133.3333333334
5861,682324.3243243244
1201,1517882.608695652
8990,688375.0
13550,657665.1376146789
5823,682324.3243243244
2060,903904.7619047619
1366,1488647.0588235294
12178,679636.3636363636
2410,1494820.0
8620,981892.8571428572
12881,1499033.3333333333
9188,821111.1111111111
7540,1699416.6666666667
12406,512955.8823529412
10104,821166.6666666666
9897,804272.7272727273
3568,710286.0784313725
8524,756344.0
769,1248418.9189189188
10811,567500.0
3295,639953.125
9873,1130360.294117647
12401,579573.3333333334
8124,1048605.2631578948
3988,504833.3333333333
12836,1455384.6153846155
12200,480168.1818181818
13160,745000.0
2074,903904.7619047619
5087,733158.0645161291
10132,1659875.0
3493,747041.0256410256
10935,1262214.2857142857
9863,1176300.0
12509,2121150.0
3101,1437596.7741935484
1657,1946333.3333333333
4314,985000.0
8477,1455384.6153846155
9379,661500.0
3712,1836636.3636363635
13406,1026500.0
13088,829407.425925926
6161,2026642.857142857
5760,987642.8571428572
3777,2684111.111111111
641,1815533.3333333333
2497,618125.0
12462,886361.1111111111
3942,636675.6756756756
6390,4254166.666666667
7492,1815533.3333333333
11156,257500.0
6755,723964.8936170213
9454,744075.0
10112,1353807.6923076923
6365,836593.75
9108,679994.2564102564
11250,661500.0
273,3541000.0
1553,1346384.6153846155
3713,1836636.3636363635
9900,1218500.0
10728,710000.0
4408,1810000.0
781,1248418.9189189188
12134,733158.0645161291
12403,625750.0
8054,584989.1891891892
7875,955717.9487179487
5803,1266000.0
5818,682324.3243243244
2822,1742096.7741935484
1047,1918586.2068965517
10925,1733476.1904761905
6927,654614.2857142857
473,682500.0
9199,1342295.4545454546
8431,657665.1376146789
6384,836593.75
5484,955717.9487179487
9690,914175.925925926
9920,1003594.5945945946
12607,984026.3157894737
3724,844373.1343283582
9405,1320654.1666666667
8467,1185285.7142857143
6594,914175.925925926
12013,452000.0
7420,829407.425925926
6495,1584882.3529411764
6321,1185285.7142857143
9830,666819.6296296297
621,1815533.3333333333
5223,733158.0645161291
5951,616470.5882352941
1755,1249861.7021276595
7935,388350.0
6117,839200.0
6898,654614.2857142857
5522,955717.9487179487
10184,2870181.8181818184
3639,2408068.9655172415
710,1659875.0
5368,1423298.245614035
323,636675.6756756756
8717,368000.0
936,794725.0
7489,1815533.3333333333
10266,654614.2857142857
2881,532833.3870967742
1081,1918586.2068965517
11181,881250.0
2221,702525.0
8014,1342295.4545454546
5539,984026.3157894737
11176,1009166.6666666666
4271,729092.1052631579
11025,1419711.5384615385
10996,2620000.0
1195,1733476.1904761905
13220,1300000.0
10109,1078348.2142857143
6281,1185285.7142857143
12461,1142428.5714285714
9191,1441500.0
4041,2222400.0
6816,1423298.245614035
11072,723964.8936170213
5221,553921.052631579
2834,767185.1851851852
2781,767185.1851851852
2162,1460616.6666666667
7727,825266.6666666666
9039,840285.7142857143
4227,987642.8571428572
7221,584989.1891891892
9274,836434.7826086957
331,636675.6756756756
13017,710000.0
11413,1010000.0
2976,880996.2666666667
4779,959094.5945945946
10636,650642.8571428572
3842,821909.0909090909
1165,976416.6666666666
9626,612200.0
5582,1618172.4137931035
6388,1868500.0
1463,1262214.2857142857
1064,3471071.4285714286
2882,732150.0
4115,1397617.6470588236
12314,2121150.0
6662,756344.0
9716,1005800.0
9228,460000.0
6945,654614.2857142857
