Id,Price
3189,200000.0
2539,200000.0
9171,1502500.0
4741,948100.0
12455,931250.0
3504,931250.0
1616,1075000.0
3881,1075000.0
11867,889300.0
12803,889300.0
4545,889300.0
526,1075000.0
7075,453350.0
6695,889300.0
3736,889300.0
11603,420000.0
2479,200000.0
4307,889300.0
2871,1502500.0
12941,931250.0
8095,696300.0
2470,931250.0
13115,931250.0
243,948100.0
8850,696300.0
3183,420000.0
13184,889300.0
3405,420000.0
13465,1285478.142857143
2442,420000.0
4936,889300.0
1687,889300.0
12869,889300.0
868,420000.0
7642,889300.0
3450,453350.0
5349,696300.0
1665,1075000.0
7883,651000.0
5586,200000.0
3844,651000.0
13306,889300.0
7398,420000.0
2619,420000.0
8522,889300.0
1962,420000.0
3801,1285478.142857143
3593,420000.0
8169,889300.0
4401,420000.0
11401,889300.0
7977,453350.0
7943,948100.0
9394,889300.0
5975,889300.0
9126,931250.0
11996,889300.0
6578,200000.0
10232,931250.0
7156,923000.0
5046,696300.0
7849,889300.0
6891,420000.0
6908,931250.0
7271,889300.0
7453,948100.0
598,1075000.0
4384,420000.0
9262,420000.0
9819,931250.0
5944,420000.0
9268,931250.0
4585,931250.0
10360,931250.0
6467,889300.0
1289,696300.0
8206,889300.0
2337,1075000.0
9831,1502500.0
10556,1502500.0
362,889300.0
3600,1285478.142857143
6500,889300.0
2237,1285478.142857143
9327,1075000.0
7325,1075000.0
1573,1075000.0
6775,420000.0
5675,420000.0
103,1285478.142857143
10789,931250.0
1933,889300.0
9161,889300.0
12650,1285478.142857143
737,1075000.0
11572,889300.0
10457,420000.0
205,889300.0
3486,889300.0
3371,889300.0
1487,931250.0
5193,931250.0
4213,889300.0
4943,889300.0
7552,1075000.0
11426,889300.0
13508,696300.0
11214,1325000.0
1963,889300.0
6323,889300.0
9966,696300.0
5449,889300.0
5421,420000.0
4766,200000.0
9976,200000.0
13030,889300.0
13080,931250.0
2708,889300.0
7095,889300.0
5861,948100.0
1201,1075000.0
8990,931250.0
13550,889300.0
5823,420000.0
2060,889300.0
1366,931250.0
12178,889300.0
2410,931250.0
8620,696300.0
12881,1075000.0
9188,453350.0
7540,889300.0
12406,889300.0
10104,420000.0
9897,889300.0
3568,696300.0
8524,696300.0
769,1075000.0
10811,889300.0
3295,696300.0
9873,453350.0
12401,889300.0
8124,931250.0
3988,200000.0
12836,931250.0
12200,889300.0
13160,931250.0
2074,889300.0
5087,889300.0
10132,1285478.142857143
3493,889300.0
10935,931250.0
9863,889300.0
12509,1285478.142857143
3101,1075000.0
1657,1075000.0
4314,1502500.0
8477,931250.0
9379,889300.0
3712,1075000.0
13406,1502500.0
13088,889300.0
6161,1285478.142857143
5760,889300.0
3777,1285478.142857143
641,1285478.142857143
2497,420000.0
12462,696300.0
3942,420000.0
6390,1285478.142857143
7492,1285478.142857143
11156,200000.0
6755,889300.0
9454,696300.0
10112,931250.0
6365,420000.0
9108,696300.0
11250,889300.0
273,1285478.142857143
1553,923000.0
3713,651000.0
9900,1502500.0
10728,889300.0
4408,931250.0
781,651000.0
12134,889300.0
12403,931250.0
8054,696300.0
7875,889300.0
5803,1075000.0
5818,420000.0
2822,1075000.0
1047,1075000.0
10925,1285478.142857143
6927,889300.0
473,420000.0
9199,889300.0
8431,453350.0
6384,420000.0
5484,889300.0
9690,420000.0
9920,453350.0
12607,948100.0
3724,453350.0
9405,931250.0
8467,889300.0
6594,420000.0
12013,889300.0
7420,453350.0
6495,931250.0
6321,889300.0
9830,420000.0
621,1285478.142857143
5223,889300.0
5951,696300.0
