Id,Price
3189,388350.0
2539,522500.0
9171,700000.0
4741,959094.5945945946
12455,1293500.0
3504,958157.8947368421
1616,1702880.0
3881,1574607.142857143
11867,420000.0
12803,943000.0
4545,1014117.6470588235
526,1896307.6923076923
7075,2051666.6666666667
6695,1059800.0
3736,753564.5161290322
11603,976416.6666666666
2479,295000.0
4307,943000.0
2871,752500.0
12941,1068480.0
8095,715326.0869565217
2470,1392264.705882353
13115,1180250.0
243,821166.6666666666
8850,722596.5625
3183,862151.5151515151
13184,650928.5714285715
3405,755666.6666666666
13465,2408068.9655172415
2442,618883.3333333334
4936,950423.0769230769
1687,1702000.0
12869,778269.2307692308
868,794725.0
7642,1115210.5263157894
3450,747041.0256410256
5349,859622.8070175438
1665,1946333.3333333333
7883,1742096.7741935484
5586,537740.9090909091
3844,1574607.142857143
13306,579105.2631578947
7398,591666.6666666666
2619,689552.6315789474
8522,1059800.0
1962,683625.8666666667
3801,2634625.0
3593,1100236.8421052631
8169,1369925.0
4401,942687.5
11401,836666.6666666666
7977,720038.6363636364
7943,862151.5151515151
9394,1148333.3333333333
5975,739614.2857142857
9126,1428000.0
11996,530088.2352941176
6578,371600.0
10232,1460616.6666666667
7156,1639666.6666666667
5046,553921.052631579
7849,1446842.105263158
6891,654614.2857142857
6908,749500.0
7271,894300.0
7453,821166.6666666666
598,1640406.25
4384,1238875.0
9262,593250.0
9819,907625.0
5944,591850.0
9268,1035937.5
4585,1473750.0
10360,958157.8947368421
6467,778269.2307692308
1289,744075.0
8206,836434.7826086957
2337,1589500.0
9831,752500.0
10556,692500.0
362,1134166.6666666667
3600,2408068.9655172415
6500,1289562.5
2237,1811000.0
9327,1618172.4137931035
7325,925857.1428571428
1573,1702880.0
6775,752380.0
5675,881427.2727272727
103,2935000.0
10789,1535625.0
1933,956581.3953488372
9161,627428.5714285715
12650,1306247.3333333333
737,1234270.8333333333
11572,543500.0
10457,633765.625
205,791470.5882352941
3486,747041.0256410256
3371,1230289.4736842106
1487,1262214.2857142857
5193,915175.0
4213,1007907.8947368421
4943,950423.0769230769
7552,1918586.2068965517
11426,455000.0
13508,734166.6666666666
11214,2259444.4444444445
1963,956581.3953488372
6323,1185285.7142857143
9966,950000.0
5449,907062.5
5421,859622.8070175438
4766,686666.6666666666
9976,301600.0
13030,620000.0
13080,1207242.857142857
2708,905538.4615384615
7095,672000.0
5861,682324.3243243244
1201,1517882.608695652
8990,688375.0
13550,645840.0
5823,682324.3243243244
2060,790650.0
1366,1488647.0588235294
12178,707200.0
2410,1392264.705882353
8620,981892.8571428572
12881,1562555.5555555555
9188,838142.8571428572
7540,1699416.6666666667
12406,512955.8823529412
10104,821166.6666666666
9897,790000.0
3568,722596.5625
8524,756344.0
769,1234270.8333333333
10811,515000.0
3295,596833.3333333334
9873,1144787.2340425532
12401,609575.0
8124,1081062.5
3988,504833.3333333333
12836,1288125.0
12200,475185.0
13160,745000.0
2074,790650.0
5087,733158.0645161291
10132,1656380.9523809524
3493,747041.0256410256
10935,1262214.2857142857
9863,1176300.0
12509,2121150.0
3101,1181666.6666666667
1657,1946333.3333333333
4314,1215000.0
8477,1115000.0
9379,665800.0
3712,1836636.3636363635
13406,1026500.0
13088,782620.04
6161,2026642.857142857
5760,1029166.6666666666
3777,2634625.0
641,1815533.3333333333
2497,638750.0
12462,886361.1111111111
3942,540966.6666666666
6390,4254166.666666667
7492,1815533.3333333333
11156,257500.0
6755,827625.0
9454,744075.0
10112,1510000.0
6365,836593.75
9108,683625.8666666667
11250,665800.0
273,3541000.0
1553,1346384.6153846155
3713,1836636.3636363635
9900,1050000.0
10728,710000.0
4408,1810000.0
781,1234270.8333333333
12134,733158.0645161291
12403,625750.0
8054,592966.6666666666
7875,905538.4615384615
5803,1266000.0
5818,682324.3243243244
2822,1742096.7741935484
1047,1918586.2068965517
10925,1733476.1904761905
6927,654614.2857142857
473,682500.0
9199,1230289.4736842106
8431,579105.2631578947
6384,836593.75
5484,1056076.923076923
9690,935617.6470588235
9920,1061900.0
12607,984026.3157894737
3724,753564.5161290322
9405,1371250.0
8467,1185285.7142857143
6594,877725.0
12013,452000.0
7420,677437.5
6495,1650142.857142857
6321,1185285.7142857143
9830,690553.3333333334
621,1815533.3333333333
5223,733158.0645161291
5951,591850.0
1755,1323958.3333333333
7935,388350.0
6117,839200.0
6898,654614.2857142857
5522,1056076.923076923
10184,2870181.8181818184
3639,2408068.9655172415
710,1656380.9523809524
5368,1438423.076923077
323,719342.1052631579
8717,368000.0
936,794725.0
7489,1815533.3333333333
10266,654614.2857142857
2881,526649.2105263158
1081,1918586.2068965517
11181,906500.0
2221,735535.7142857143
8014,2051666.6666666667
5539,984026.3157894737
11176,1009166.6666666666
4271,803416.6666666666
11025,1446842.105263158
10996,2620000.0
1195,1733476.1904761905
13220,1300000.0
10109,1134166.6666666667
6281,1185285.7142857143
12461,1142428.5714285714
9191,1441500.0
4041,2222400.0
6816,1100000.0
11072,720038.6363636364
5221,553921.052631579
2834,767185.1851851852
2781,767185.1851851852
2162,1460616.6666666667
7727,893600.0
9039,920000.0
4227,1007907.8947368421
7221,563115.3846153846
9274,836434.7826086957
331,719342.1052631579
13017,710000.0
11413,1010000.0
2976,794333.3333333334
4779,959094.5945945946
10636,651125.0
3842,883875.0
1165,976416.6666666666
9626,612200.0
5582,1618172.4137931035
6388,1868500.0
1463,1262214.2857142857
1064,3471071.4285714286
2882,707753.7037037037
4115,1397617.6470588236
12314,2121150.0
6662,756344.0
9716,1005800.0
9228,460000.0
6945,654614.2857142857
1702,1323958.3333333333
4344,734166.6666666666
4555,1014117.6470588235
3616,2100000.0
4262,1081062.5
9459,1115210.5263157894
1104,2708619.0476190476
7645,1115210.5263157894
